order_id,customer_id,order_amount,order_date,status,ground_truth_label
ORD-1021,Customer_088,36175.73,2026-03-25 20:30:00,COMPLETED,EXACT_MATCH
ORD-1022,Customer_038,22020.88,2026-03-22 01:35:00,COMPLETED,EXACT_MATCH
ORD-1023,Customer_065,45675.08,2026-03-29 20:59:00,COMPLETED,EXACT_MATCH
ORD-1024,Customer_048,38244.28,2026-03-25 23:08:00,COMPLETED,EXACT_MATCH
ORD-1025,Customer_063,1464.1,2026-03-17 22:28:00,COMPLETED,EXACT_MATCH
ORD-1026,Customer_031,43961.48,2026-03-05 00:01:00,COMPLETED,EXACT_MATCH
ORD-1027,Customer_098,26868.96,2026-03-07 03:21:00,COMPLETED,EXACT_MATCH
ORD-1028,Customer_034,26619.85,2026-03-29 00:33:00,COMPLETED,EXACT_MATCH
ORD-1029,Customer_092,15929.96,2026-03-30 23:50:00,COMPLETED,EXACT_MATCH
ORD-1030,Customer_016,12771.33,2026-03-04 07:56:00,COMPLETED,EXACT_MATCH
ORD-1031,Customer_076,11400.76,2026-03-04 15:32:00,COMPLETED,EXACT_MATCH
ORD-1032,Customer_005,43051.95,2026-03-04 15:23:00,COMPLETED,EXACT_MATCH
ORD-1033,Customer_086,24528.02,2026-03-25 22:59:00,COMPLETED,EXACT_MATCH
ORD-1034,Customer_061,40471.1,2026-03-10 01:58:00,COMPLETED,EXACT_MATCH
ORD-1035,Customer_046,21467.14,2026-03-22 16:06:00,COMPLETED,EXACT_MATCH
ORD-1036,Customer_052,36546.57,2026-03-06 09:21:00,COMPLETED,EXACT_MATCH
ORD-1037,Customer_069,22706.37,2026-03-20 14:48:00,COMPLETED,EXACT_MATCH
ORD-1038,Customer_032,43787.05,2026-03-04 20:20:00,COMPLETED,EXACT_MATCH
ORD-1039,Customer_084,49964.48,2026-03-02 02:07:00,COMPLETED,EXACT_MATCH
ORD-1040,Customer_053,24539.24,2026-03-11 03:28:00,COMPLETED,EXACT_MATCH
ORD-1041,Customer_049,606.69,2026-03-19 04:26:00,COMPLETED,EXACT_MATCH
ORD-1042,Customer_055,34981.28,2026-03-26 17:02:00,COMPLETED,EXACT_MATCH
ORD-1043,Customer_038,11276.19,2026-03-04 01:52:00,COMPLETED,EXACT_MATCH
ORD-1044,Customer_008,2982.05,2026-03-23 02:46:00,COMPLETED,EXACT_MATCH
ORD-1045,Customer_066,4465.52,2026-03-09 20:58:00,COMPLETED,EXACT_MATCH
ORD-1046,Customer_052,6434.39,2026-03-27 08:14:00,COMPLETED,EXACT_MATCH
ORD-1047,Customer_054,33039.97,2026-03-27 03:22:00,COMPLETED,EXACT_MATCH
ORD-1048,Customer_027,33651.44,2026-03-15 17:10:00,COMPLETED,EXACT_MATCH
ORD-1049,Customer_017,33748.67,2026-03-15 01:40:00,COMPLETED,EXACT_MATCH
ORD-1050,Customer_002,23185.13,2026-03-27 00:56:00,COMPLETED,EXACT_MATCH
ORD-1051,Customer_065,13627.42,2026-03-17 07:12:00,COMPLETED,EXACT_MATCH
ORD-1052,Customer_037,8308.47,2026-03-26 03:20:00,COMPLETED,EXACT_MATCH
ORD-1053,Customer_085,5627.53,2026-03-07 12:40:00,COMPLETED,EXACT_MATCH
ORD-1054,Customer_096,27884.57,2026-03-13 19:28:00,COMPLETED,EXACT_MATCH
ORD-1055,Customer_027,34531.11,2026-03-13 10:20:00,COMPLETED,EXACT_MATCH
ORD-1056,Customer_007,5068.77,2026-03-20 16:39:00,COMPLETED,EXACT_MATCH
ORD-1057,Customer_043,38670.4,2026-03-30 09:53:00,COMPLETED,EXACT_MATCH
ORD-1058,Customer_071,35430.54,2026-03-26 22:39:00,COMPLETED,EXACT_MATCH
ORD-1059,Customer_089,45244.46,2026-03-26 05:55:00,COMPLETED,EXACT_MATCH
ORD-1060,Customer_056,6808.55,2026-03-15 10:42:00,COMPLETED,EXACT_MATCH
ORD-1061,Customer_027,34262.3,2026-03-06 02:16:00,COMPLETED,EXACT_MATCH
ORD-1062,Customer_031,43297.98,2026-03-09 11:23:00,COMPLETED,EXACT_MATCH
ORD-1063,Customer_095,46262.12,2026-03-20 03:42:00,COMPLETED,EXACT_MATCH
ORD-1064,Customer_090,5850.73,2026-03-03 04:17:00,COMPLETED,EXACT_MATCH
ORD-1065,Customer_059,17808.09,2026-03-11 18:35:00,COMPLETED,EXACT_MATCH
ORD-1066,Customer_052,16748.97,2026-03-04 13:49:00,COMPLETED,EXACT_MATCH
ORD-1067,Customer_087,49066.91,2026-03-25 19:41:00,COMPLETED,EXACT_MATCH
ORD-1068,Customer_034,9339.11,2026-03-13 11:57:00,COMPLETED,EXACT_MATCH
ORD-1069,Customer_045,36562.98,2026-03-15 16:37:00,COMPLETED,EXACT_MATCH
ORD-1070,Customer_074,9908.9,2026-03-03 10:28:00,COMPLETED,EXACT_MATCH
ORD-1071,Customer_047,21849.22,2026-03-16 10:39:00,COMPLETED,EXACT_MATCH
ORD-1072,Customer_065,15809.59,2026-03-20 00:04:00,COMPLETED,EXACT_MATCH
ORD-1073,Customer_071,6800.75,2026-03-20 13:14:00,COMPLETED,EXACT_MATCH
ORD-1074,Customer_052,27622.89,2026-03-01 10:26:00,COMPLETED,EXACT_MATCH
ORD-1075,Customer_056,39395.06,2026-03-29 00:38:00,COMPLETED,EXACT_MATCH
ORD-1076,Customer_057,33943.55,2026-03-24 16:20:00,COMPLETED,EXACT_MATCH
ORD-1077,Customer_037,26014.87,2026-03-30 05:20:00,COMPLETED,EXACT_MATCH
ORD-1078,Customer_087,15865.76,2026-03-10 11:30:00,COMPLETED,EXACT_MATCH
ORD-1079,Customer_032,49204.83,2026-03-29 05:40:00,COMPLETED,EXACT_MATCH
ORD-1080,Customer_081,28995.71,2026-03-18 21:24:00,COMPLETED,EXACT_MATCH
ORD-1081,Customer_019,32974.87,2026-03-01 16:03:00,COMPLETED,EXACT_MATCH
ORD-1082,Customer_023,40303.44,2026-03-24 23:44:00,COMPLETED,EXACT_MATCH
ORD-1083,Customer_016,23094.86,2026-03-22 13:30:00,COMPLETED,EXACT_MATCH
ORD-1084,Customer_079,40842.82,2026-03-24 09:21:00,COMPLETED,EXACT_MATCH
ORD-1085,Customer_096,43144.0,2026-03-21 21:35:00,COMPLETED,EXACT_MATCH
ORD-1086,Customer_099,38994.9,2026-03-23 11:18:00,COMPLETED,EXACT_MATCH
ORD-1087,Customer_010,35820.47,2026-03-12 02:07:00,COMPLETED,EXACT_MATCH
ORD-1088,Customer_070,4488.59,2026-03-08 06:44:00,COMPLETED,EXACT_MATCH
ORD-1089,Customer_091,11090.67,2026-03-20 07:08:00,COMPLETED,EXACT_MATCH
ORD-1090,Customer_054,3582.15,2026-03-20 12:54:00,COMPLETED,EXACT_MATCH
ORD-1091,Customer_062,791.86,2026-03-17 10:12:00,COMPLETED,EXACT_MATCH
ORD-1092,Customer_069,37502.03,2026-03-26 06:31:00,COMPLETED,EXACT_MATCH
ORD-1093,Customer_035,22073.88,2026-03-02 17:42:00,COMPLETED,EXACT_MATCH
ORD-1094,Customer_093,8669.71,2026-03-22 16:30:00,COMPLETED,EXACT_MATCH
ORD-1095,Customer_076,28437.4,2026-03-02 15:36:00,COMPLETED,EXACT_MATCH
ORD-1096,Customer_060,9495.59,2026-03-13 06:09:00,COMPLETED,EXACT_MATCH
ORD-1097,Customer_059,16678.87,2026-03-18 16:06:00,COMPLETED,EXACT_MATCH
ORD-1098,Customer_011,23780.19,2026-03-25 23:11:00,COMPLETED,EXACT_MATCH
ORD-1099,Customer_084,3896.61,2026-03-31 01:53:00,COMPLETED,EXACT_MATCH
ORD-1100,Customer_026,42041.83,2026-03-29 16:39:00,COMPLETED,EXACT_MATCH
ORD-1101,Customer_061,33638.21,2026-03-27 02:00:00,COMPLETED,EXACT_MATCH
ORD-1102,Customer_099,18760.31,2026-03-28 23:47:00,COMPLETED,EXACT_MATCH
ORD-1103,Customer_014,29144.89,2026-03-15 14:44:00,COMPLETED,EXACT_MATCH
ORD-1104,Customer_010,29808.84,2026-03-29 23:06:00,COMPLETED,EXACT_MATCH
ORD-1105,Customer_088,30220.37,2026-03-06 22:13:00,COMPLETED,EXACT_MATCH
ORD-1106,Customer_069,21704.71,2026-03-18 06:45:00,COMPLETED,EXACT_MATCH
ORD-1107,Customer_054,41205.38,2026-03-06 05:16:00,COMPLETED,EXACT_MATCH
ORD-1108,Customer_091,8073.06,2026-03-09 10:23:00,COMPLETED,EXACT_MATCH
ORD-1109,Customer_060,22060.94,2026-03-28 09:08:00,COMPLETED,EXACT_MATCH
ORD-1110,Customer_012,14306.95,2026-03-21 22:23:00,COMPLETED,EXACT_MATCH
ORD-1111,Customer_044,1920.65,2026-03-16 05:00:00,COMPLETED,EXACT_MATCH
ORD-1112,Customer_046,39992.7,2026-03-16 21:44:00,COMPLETED,EXACT_MATCH
ORD-1113,Customer_067,47429.1,2026-03-05 07:30:00,COMPLETED,EXACT_MATCH
ORD-1114,Customer_072,38029.15,2026-03-23 02:01:00,COMPLETED,EXACT_MATCH
ORD-1115,Customer_012,15064.66,2026-03-19 19:42:00,COMPLETED,EXACT_MATCH
ORD-1116,Customer_061,27896.91,2026-03-17 01:28:00,COMPLETED,EXACT_MATCH
ORD-1117,Customer_090,22960.39,2026-03-15 08:54:00,COMPLETED,EXACT_MATCH
ORD-1118,Customer_093,10032.92,2026-03-06 20:35:00,COMPLETED,EXACT_MATCH
ORD-1119,Customer_028,37060.93,2026-03-14 00:00:00,COMPLETED,EXACT_MATCH
ORD-1120,Customer_025,15164.2,2026-03-17 20:10:00,COMPLETED,EXACT_MATCH
ORD-1121,Customer_091,26939.69,2026-03-13 21:37:00,COMPLETED,EXACT_MATCH
ORD-1122,Customer_090,47232.44,2026-03-30 10:43:00,COMPLETED,EXACT_MATCH
ORD-1123,Customer_074,14574.8,2026-03-23 04:53:00,COMPLETED,EXACT_MATCH
ORD-1124,Customer_007,12997.68,2026-03-23 03:48:00,COMPLETED,EXACT_MATCH
ORD-1125,Customer_063,4167.07,2026-03-30 01:31:00,COMPLETED,EXACT_MATCH
ORD-1126,Customer_073,47481.72,2026-03-05 07:02:00,COMPLETED,EXACT_MATCH
ORD-1127,Customer_078,30008.28,2026-03-29 13:28:00,COMPLETED,EXACT_MATCH
ORD-1128,Customer_057,15218.98,2026-03-28 04:49:00,COMPLETED,EXACT_MATCH
ORD-1129,Customer_079,48025.38,2026-03-05 22:23:00,COMPLETED,EXACT_MATCH
ORD-1130,Customer_085,4518.78,2026-03-12 07:59:00,COMPLETED,EXACT_MATCH
ORD-1131,Customer_001,20721.62,2026-03-28 10:36:00,COMPLETED,EXACT_MATCH
ORD-1132,Customer_030,14761.19,2026-03-14 06:48:00,COMPLETED,EXACT_MATCH
ORD-1133,Customer_034,39497.49,2026-03-29 20:43:00,COMPLETED,EXACT_MATCH
ORD-1134,Customer_070,11628.07,2026-03-08 04:44:00,COMPLETED,EXACT_MATCH
ORD-1135,Customer_008,8713.18,2026-03-15 09:59:00,COMPLETED,EXACT_MATCH
ORD-1136,Customer_060,34589.56,2026-03-19 17:38:00,COMPLETED,EXACT_MATCH
ORD-1137,Customer_011,30102.81,2026-03-21 01:53:00,COMPLETED,EXACT_MATCH
ORD-1138,Customer_012,11831.76,2026-03-27 14:16:00,COMPLETED,EXACT_MATCH
ORD-1139,Customer_098,37935.31,2026-03-22 19:54:00,COMPLETED,EXACT_MATCH
ORD-1140,Customer_024,49848.8,2026-03-21 06:06:00,COMPLETED,EXACT_MATCH
ORD-1141,Customer_045,20713.23,2026-03-16 00:40:00,COMPLETED,EXACT_MATCH
ORD-1142,Customer_053,34836.85,2026-03-14 12:48:00,COMPLETED,EXACT_MATCH
ORD-1143,Customer_012,16068.6,2026-03-16 03:06:00,COMPLETED,EXACT_MATCH
ORD-1144,Customer_085,43533.69,2026-03-22 10:36:00,COMPLETED,EXACT_MATCH
ORD-1145,Customer_067,18408.08,2026-03-24 02:29:00,COMPLETED,EXACT_MATCH
ORD-1146,Customer_035,27686.37,2026-03-14 12:36:00,COMPLETED,EXACT_MATCH
ORD-1147,Customer_004,48670.77,2026-03-29 03:03:00,COMPLETED,EXACT_MATCH
ORD-1148,Customer_071,1176.89,2026-03-19 23:38:00,COMPLETED,EXACT_MATCH
ORD-1149,Customer_060,47379.51,2026-03-30 21:28:00,COMPLETED,EXACT_MATCH
ORD-1150,Customer_066,35417.88,2026-03-20 07:49:00,COMPLETED,EXACT_MATCH
ORD-1151,Customer_059,27787.62,2026-03-18 20:58:00,COMPLETED,EXACT_MATCH
ORD-1152,Customer_036,38747.42,2026-03-20 07:13:00,COMPLETED,EXACT_MATCH
ORD-1153,Customer_037,36439.52,2026-03-28 03:05:00,COMPLETED,EXACT_MATCH
ORD-1154,Customer_069,24474.9,2026-03-16 13:06:00,COMPLETED,EXACT_MATCH
ORD-1155,Customer_042,43545.28,2026-03-12 06:50:00,COMPLETED,EXACT_MATCH
ORD-1156,Customer_006,16249.73,2026-03-22 22:36:00,COMPLETED,EXACT_MATCH
ORD-1157,Customer_064,48258.81,2026-03-07 03:53:00,COMPLETED,EXACT_MATCH
ORD-1158,Customer_057,5435.73,2026-03-22 05:05:00,COMPLETED,EXACT_MATCH
ORD-1159,Customer_084,48512.86,2026-03-04 19:43:00,COMPLETED,EXACT_MATCH
ORD-1160,Customer_080,34788.88,2026-03-30 23:47:00,COMPLETED,EXACT_MATCH
ORD-1161,Customer_041,31526.56,2026-03-23 14:58:00,COMPLETED,EXACT_MATCH
ORD-1162,Customer_031,31742.47,2026-03-14 11:53:00,COMPLETED,EXACT_MATCH
ORD-1163,Customer_013,38138.3,2026-03-05 23:46:00,COMPLETED,EXACT_MATCH
ORD-1164,Customer_004,2776.55,2026-03-03 23:17:00,COMPLETED,EXACT_MATCH
ORD-1165,Customer_056,7705.7,2026-03-25 14:10:00,COMPLETED,EXACT_MATCH
ORD-1166,Customer_023,4408.93,2026-03-18 19:50:00,COMPLETED,EXACT_MATCH
ORD-1167,Customer_030,23326.92,2026-03-12 23:24:00,COMPLETED,EXACT_MATCH
ORD-1168,Customer_060,45109.87,2026-03-26 07:01:00,COMPLETED,EXACT_MATCH
ORD-1169,Customer_045,49388.76,2026-03-15 00:45:00,COMPLETED,EXACT_MATCH
ORD-1170,Customer_039,10361.24,2026-03-18 22:11:00,COMPLETED,EXACT_MATCH
ORD-1171,Customer_049,28810.17,2026-03-27 13:50:00,COMPLETED,EXACT_MATCH
ORD-1172,Customer_085,20092.38,2026-03-01 18:50:00,COMPLETED,EXACT_MATCH
ORD-1173,Customer_037,38899.18,2026-03-11 21:21:00,COMPLETED,EXACT_MATCH
ORD-1174,Customer_080,12906.03,2026-03-31 10:00:00,COMPLETED,EXACT_MATCH
ORD-1175,Customer_040,39536.22,2026-03-02 22:26:00,COMPLETED,EXACT_MATCH
ORD-1176,Customer_038,16672.6,2026-03-20 07:50:00,COMPLETED,EXACT_MATCH
ORD-1177,Customer_070,43884.8,2026-03-18 01:36:00,COMPLETED,EXACT_MATCH
ORD-1178,Customer_033,45745.42,2026-03-23 08:18:00,COMPLETED,EXACT_MATCH
ORD-1179,Customer_060,48163.22,2026-03-07 19:44:00,COMPLETED,EXACT_MATCH
ORD-1180,Customer_012,39638.76,2026-03-02 01:12:00,COMPLETED,EXACT_MATCH
ORD-1181,Customer_048,33805.0,2026-03-13 08:21:00,COMPLETED,EXACT_MATCH
ORD-1182,Customer_087,12074.18,2026-03-02 13:20:00,COMPLETED,EXACT_MATCH
ORD-1183,Customer_083,3629.24,2026-03-22 13:06:00,COMPLETED,EXACT_MATCH
ORD-1184,Customer_018,2744.67,2026-03-03 02:38:00,COMPLETED,EXACT_MATCH
ORD-1185,Customer_013,12122.6,2026-03-25 21:08:00,COMPLETED,EXACT_MATCH
ORD-1186,Customer_048,33689.07,2026-03-26 00:02:00,COMPLETED,EXACT_MATCH
ORD-1187,Customer_084,5401.57,2026-03-23 16:29:00,COMPLETED,EXACT_MATCH
ORD-1188,Customer_089,18841.23,2026-03-21 14:17:00,COMPLETED,EXACT_MATCH
ORD-1189,Customer_013,49055.92,2026-03-18 03:13:00,COMPLETED,EXACT_MATCH
ORD-1190,Customer_051,14156.13,2026-03-06 23:25:00,COMPLETED,EXACT_MATCH
ORD-1191,Customer_083,32154.9,2026-03-02 09:19:00,COMPLETED,EXACT_MATCH
ORD-1192,Customer_017,39455.42,2026-03-10 18:08:00,COMPLETED,EXACT_MATCH
ORD-1193,Customer_030,16763.7,2026-03-08 03:10:00,COMPLETED,EXACT_MATCH
ORD-1194,Customer_017,27240.67,2026-03-09 08:35:00,COMPLETED,EXACT_MATCH
ORD-1195,Customer_002,18232.99,2026-03-12 05:53:00,COMPLETED,EXACT_MATCH
ORD-1196,Customer_034,3093.75,2026-03-20 13:48:00,COMPLETED,EXACT_MATCH
ORD-1197,Customer_061,22689.62,2026-03-17 21:26:00,COMPLETED,EXACT_MATCH
ORD-1198,Customer_065,11466.71,2026-03-29 09:51:00,COMPLETED,EXACT_MATCH
ORD-1199,Customer_083,48219.3,2026-03-04 04:26:00,COMPLETED,EXACT_MATCH
ORD-1200,Customer_088,5844.11,2026-03-21 14:29:00,COMPLETED,EXACT_MATCH
ORD-1201,Customer_078,7842.52,2026-03-07 03:50:00,COMPLETED,EXACT_MATCH
ORD-1202,Customer_077,26762.56,2026-03-22 01:34:00,COMPLETED,EXACT_MATCH
ORD-1203,Customer_090,6163.5,2026-03-31 05:07:00,COMPLETED,EXACT_MATCH
ORD-1204,Customer_058,44460.51,2026-03-20 05:59:00,COMPLETED,EXACT_MATCH
ORD-1205,Customer_054,36615.82,2026-03-15 15:23:00,COMPLETED,EXACT_MATCH
ORD-1206,Customer_048,47702.83,2026-03-23 00:01:00,COMPLETED,EXACT_MATCH
ORD-1207,Customer_012,21877.89,2026-03-18 09:01:00,COMPLETED,EXACT_MATCH
ORD-1208,Customer_086,6550.45,2026-03-17 12:13:00,COMPLETED,EXACT_MATCH
ORD-1209,Customer_077,15966.22,2026-03-06 03:09:00,COMPLETED,EXACT_MATCH
ORD-1210,Customer_085,24368.38,2026-03-06 08:12:00,COMPLETED,EXACT_MATCH
ORD-1211,Customer_098,14289.13,2026-03-11 17:01:00,COMPLETED,EXACT_MATCH
ORD-1212,Customer_004,9430.6,2026-03-15 11:29:00,COMPLETED,EXACT_MATCH
ORD-1213,Customer_024,43558.2,2026-03-27 04:34:00,COMPLETED,EXACT_MATCH
ORD-1214,Customer_095,31842.01,2026-03-02 19:29:00,COMPLETED,EXACT_MATCH
ORD-1215,Customer_054,22955.47,2026-03-08 13:55:00,COMPLETED,EXACT_MATCH
ORD-1216,Customer_073,30013.08,2026-03-03 19:27:00,COMPLETED,EXACT_MATCH
ORD-1217,Customer_087,4538.29,2026-03-21 13:59:00,COMPLETED,EXACT_MATCH
ORD-1218,Customer_054,14021.76,2026-03-24 17:37:00,COMPLETED,EXACT_MATCH
ORD-1219,Customer_015,14520.7,2026-03-28 09:51:00,COMPLETED,EXACT_MATCH
ORD-1220,Customer_029,20065.54,2026-03-28 16:37:00,COMPLETED,EXACT_MATCH
ORD-1221,Customer_039,47293.54,2026-03-07 15:53:00,COMPLETED,EXACT_MATCH
ORD-1222,Customer_016,882.63,2026-03-21 00:23:00,COMPLETED,EXACT_MATCH
ORD-1223,Customer_069,35331.73,2026-03-24 04:25:00,COMPLETED,EXACT_MATCH
ORD-1224,Customer_051,43157.34,2026-03-03 08:12:00,COMPLETED,EXACT_MATCH
ORD-1225,Customer_010,43174.45,2026-03-27 14:52:00,COMPLETED,EXACT_MATCH
ORD-1226,Customer_038,6201.08,2026-03-02 08:46:00,COMPLETED,EXACT_MATCH
ORD-1227,Customer_089,46028.6,2026-03-05 10:15:00,COMPLETED,EXACT_MATCH
ORD-1228,Customer_056,29649.13,2026-03-25 06:18:00,COMPLETED,EXACT_MATCH
ORD-1229,Customer_096,17305.91,2026-03-16 13:47:00,COMPLETED,EXACT_MATCH
ORD-1230,Customer_068,25742.63,2026-03-17 07:36:00,COMPLETED,EXACT_MATCH
ORD-1231,Customer_014,7748.99,2026-03-10 09:28:00,COMPLETED,EXACT_MATCH
ORD-1232,Customer_023,47588.96,2026-03-29 23:53:00,COMPLETED,EXACT_MATCH
ORD-1233,Customer_088,46245.64,2026-03-27 02:34:00,COMPLETED,EXACT_MATCH
ORD-1234,Customer_057,3880.17,2026-03-21 13:00:00,COMPLETED,EXACT_MATCH
ORD-1235,Customer_046,25613.18,2026-03-15 13:02:00,COMPLETED,EXACT_MATCH
ORD-1236,Customer_008,18752.51,2026-03-14 11:33:00,COMPLETED,EXACT_MATCH
ORD-1237,Customer_060,29226.31,2026-03-03 06:48:00,COMPLETED,EXACT_MATCH
ORD-1238,Customer_078,24043.64,2026-03-08 06:46:00,COMPLETED,EXACT_MATCH
ORD-1239,Customer_044,49128.09,2026-03-05 06:06:00,COMPLETED,EXACT_MATCH
ORD-1240,Customer_032,35527.27,2026-03-21 09:57:00,COMPLETED,EXACT_MATCH
ORD-1241,Customer_048,45937.87,2026-03-19 01:09:00,COMPLETED,EXACT_MATCH
ORD-1242,Customer_081,32541.62,2026-03-04 09:59:00,COMPLETED,EXACT_MATCH
ORD-1243,Customer_037,12973.79,2026-03-31 07:08:00,COMPLETED,EXACT_MATCH
ORD-1244,Customer_075,33348.8,2026-03-17 08:05:00,COMPLETED,EXACT_MATCH
ORD-1245,Customer_077,35587.28,2026-03-05 06:32:00,COMPLETED,EXACT_MATCH
ORD-1246,Customer_017,33670.76,2026-03-25 08:57:00,COMPLETED,EXACT_MATCH
ORD-1247,Customer_003,18448.58,2026-03-09 14:53:00,COMPLETED,EXACT_MATCH
ORD-1248,Customer_025,11713.88,2026-03-07 16:15:00,COMPLETED,EXACT_MATCH
ORD-1249,Customer_013,25630.64,2026-03-25 23:34:00,COMPLETED,EXACT_MATCH
ORD-1250,Customer_099,31092.56,2026-03-28 14:21:00,COMPLETED,EXACT_MATCH
ORD-1251,Customer_024,41651.58,2026-03-29 20:22:00,COMPLETED,EXACT_MATCH
ORD-1252,Customer_053,18532.82,2026-03-12 05:26:00,COMPLETED,EXACT_MATCH
ORD-1253,Customer_030,26933.55,2026-03-15 12:01:00,COMPLETED,EXACT_MATCH
ORD-1254,Customer_087,47382.94,2026-03-21 11:14:00,COMPLETED,EXACT_MATCH
ORD-1255,Customer_065,26609.26,2026-03-08 19:00:00,COMPLETED,EXACT_MATCH
ORD-1256,Customer_007,32238.36,2026-03-18 07:27:00,COMPLETED,EXACT_MATCH
ORD-1257,Customer_037,4651.82,2026-03-08 17:06:00,COMPLETED,EXACT_MATCH
ORD-1258,Customer_056,5039.82,2026-03-11 12:31:00,COMPLETED,EXACT_MATCH
ORD-1259,Customer_054,3136.22,2026-03-24 06:19:00,COMPLETED,EXACT_MATCH
ORD-1260,Customer_011,19058.18,2026-03-02 16:47:00,COMPLETED,EXACT_MATCH
ORD-1261,Customer_019,7311.18,2026-03-14 11:20:00,COMPLETED,EXACT_MATCH
ORD-1262,Customer_058,30959.74,2026-03-05 00:32:00,COMPLETED,EXACT_MATCH
ORD-1263,Customer_020,27665.81,2026-03-29 03:03:00,COMPLETED,EXACT_MATCH
ORD-1264,Customer_037,12263.19,2026-03-06 23:05:00,COMPLETED,EXACT_MATCH
ORD-1265,Customer_082,39798.01,2026-03-22 05:17:00,COMPLETED,EXACT_MATCH
ORD-1266,Customer_077,27034.66,2026-03-30 04:15:00,COMPLETED,EXACT_MATCH
ORD-1267,Customer_038,21747.33,2026-03-29 09:32:00,COMPLETED,EXACT_MATCH
ORD-1268,Customer_024,33386.38,2026-03-05 07:30:00,COMPLETED,EXACT_MATCH
ORD-1269,Customer_068,27432.06,2026-03-24 12:27:00,COMPLETED,EXACT_MATCH
ORD-1270,Customer_061,2654.95,2026-03-19 00:34:00,COMPLETED,EXACT_MATCH
ORD-1271,Customer_046,39531.74,2026-03-17 02:36:00,COMPLETED,EXACT_MATCH
ORD-1272,Customer_018,2694.62,2026-03-26 06:23:00,COMPLETED,EXACT_MATCH
ORD-1273,Customer_090,24187.29,2026-03-09 17:05:00,COMPLETED,EXACT_MATCH
ORD-1274,Customer_005,15025.41,2026-03-03 09:50:00,COMPLETED,EXACT_MATCH
ORD-1275,Customer_040,26011.49,2026-03-26 03:08:00,COMPLETED,EXACT_MATCH
ORD-1276,Customer_097,32521.57,2026-03-14 10:30:00,COMPLETED,EXACT_MATCH
ORD-1277,Customer_035,6661.51,2026-03-18 03:58:00,COMPLETED,EXACT_MATCH
ORD-1278,Customer_050,17282.31,2026-03-09 22:03:00,COMPLETED,EXACT_MATCH
ORD-1279,Customer_067,13702.67,2026-03-05 04:14:00,COMPLETED,EXACT_MATCH
ORD-1280,Customer_078,49757.36,2026-03-09 15:06:00,COMPLETED,EXACT_MATCH
ORD-1281,Customer_014,4463.41,2026-03-14 20:55:00,COMPLETED,EXACT_MATCH
ORD-1282,Customer_022,34643.36,2026-03-17 09:58:00,COMPLETED,EXACT_MATCH
ORD-1283,Customer_079,49908.45,2026-03-13 21:53:00,COMPLETED,EXACT_MATCH
ORD-1284,Customer_047,25897.76,2026-03-08 16:44:00,COMPLETED,EXACT_MATCH
ORD-1285,Customer_005,6748.39,2026-03-12 03:46:00,COMPLETED,EXACT_MATCH
ORD-1286,Customer_073,2103.07,2026-03-08 09:35:00,COMPLETED,EXACT_MATCH
ORD-1287,Customer_057,38272.68,2026-03-27 12:52:00,COMPLETED,EXACT_MATCH
ORD-1288,Customer_041,32653.26,2026-03-12 18:38:00,COMPLETED,EXACT_MATCH
ORD-1289,Customer_064,26128.39,2026-03-26 23:29:00,COMPLETED,EXACT_MATCH
ORD-1290,Customer_091,22590.52,2026-03-29 06:19:00,COMPLETED,EXACT_MATCH
